city,state_id,state_name,county_name,country_name,country_code,timezone
Plymouth,MI,Michigan,Wayne,United States of America,US,America/Detroit
Grosse Pointe Farms,MI,Michigan,Wayne,United States of America,US,America/Detroit
Beecher,MI,Michigan,Genesee,United States of America,US,America/Detroit
Albion,MI,Michigan,Calhoun,United States of America,US,America/Detroit
St. Johns,MI,Michigan,Clinton,United States of America,US,America/Detroit
Mason,MI,Michigan,Ingham,United States of America,US,America/Detroit
Tecumseh,MI,Michigan,Lenawee,United States of America,US,America/Detroit
Gaylord,MI,Michigan,Otsego,United States of America,US,America/Detroit
Petoskey,MI,Michigan,Emmet,United States of America,US,America/Detroit
St. Joseph,MI,Michigan,Berrien,United States of America,US,America/Detroit
Holly,MI,Michigan,Oakland,United States of America,US,America/Detroit
Paw Paw,MI,Michigan,Van Buren,United States of America,US,America/Detroit
Temperance,MI,Michigan,Monroe,United States of America,US,America/Detroit
Center Line,MI,Michigan,Macomb,United States of America,US,America/Detroit
Grand Ledge,MI,Michigan,Eaton,United States of America,US,America/Detroit
Flushing,MI,Michigan,Genesee,United States of America,US,America/Detroit
Grand Blanc,MI,Michigan,Genesee,United States of America,US,America/Detroit
Milan,MI,Michigan,Washtenaw,United States of America,US,America/Detroit
Hastings,MI,Michigan,Barry,United States of America,US,America/Detroit
Brighton,MI,Michigan,Livingston,United States of America,US,America/Detroit
Marshall,MI,Michigan,Calhoun,United States of America,US,America/Detroit
Lowell,MI,Michigan,Kent,United States of America,US,America/Detroit
River Rouge,MI,Michigan,Wayne,United States of America,US,America/Detroit
Hudsonville,MI,Michigan,Ottawa,United States of America,US,America/Detroit
St. Louis,MI,Michigan,Gratiot,United States of America,US,America/Detroit
Walled Lake,MI,Michigan,Oakland,United States of America,US,America/Detroit
Byron Center,MI,Michigan,Kent,United States of America,US,America/Detroit
Fair Plain,MI,Michigan,Berrien,United States of America,US,America/Detroit
Berrien Springs,MI,Michigan,Berrien,United States of America,US,America/Detroit
Laurium,MI,Michigan,Houghton,United States of America,US,America/Detroit
Freeland,MI,Michigan,Saginaw,United States of America,US,America/Detroit
Whitmore Lake,MI,Michigan,Washtenaw,United States of America,US,America/Detroit
Milford,MI,Michigan,Oakland,United States of America,US,America/Detroit
Williamston,MI,Michigan,Ingham,United States of America,US,America/Detroit
Bridgeport,MI,Michigan,Saginaw,United States of America,US,America/Detroit
Rockford,MI,Michigan,Kent,United States of America,US,America/Detroit
Allegan,MI,Michigan,Allegan,United States of America,US,America/Detroit
Comstock Northwest,MI,Michigan,Kalamazoo,United States of America,US,America/Detroit
Huntington Woods,MI,Michigan,Oakland,United States of America,US,America/Detroit
Richmond,MI,Michigan,Macomb,United States of America,US,America/Detroit
Buena Vista,MI,Michigan,Saginaw,United States of America,US,America/Detroit
South Monroe,MI,Michigan,Monroe,United States of America,US,America/Detroit
Northville,MI,Michigan,Wayne,United States of America,US,America/Detroit
Shields,MI,Michigan,Saginaw,United States of America,US,America/Detroit
Goodrich,MI,Michigan,Genesee,United States of America,US,America/Detroit
Dowagiac,MI,Michigan,Cass,United States of America,US,America/Detroit
Chelsea,MI,Michigan,Washtenaw,United States of America,US,America/Detroit
Belding,MI,Michigan,Ionia,United States of America,US,America/Detroit
South Haven,MI,Michigan,Van Buren,United States of America,US,America/Detroit
Eastwood,MI,Michigan,Kalamazoo,United States of America,US,America/Detroit
Frankenmuth,MI,Michigan,Saginaw,United States of America,US,America/Detroit
Zeeland,MI,Michigan,Ottawa,United States of America,US,America/Detroit
Clare,MI,Michigan,Clare,United States of America,US,America/Detroit
Swartz Creek,MI,Michigan,Genesee,United States of America,US,America/Detroit
Eaton Rapids,MI,Michigan,Eaton,United States of America,US,America/Detroit
Simonton Lake,IN,Indiana,Elkhart,United States of America,US,America/Detroit
Lake Fenton,MI,Michigan,Genesee,United States of America,US,America/Detroit
St. Clair,MI,Michigan,St. Clair,United States of America,US,America/Detroit
Springfield,MI,Michigan,Calhoun,United States of America,US,America/Detroit
Utica,MI,Michigan,Macomb,United States of America,US,America/Detroit
Portland,MI,Michigan,Ionia,United States of America,US,America/Detroit
New Haven,MI,Michigan,Macomb,United States of America,US,America/Detroit
Davison,MI,Michigan,Genesee,United States of America,US,America/Detroit
Caro,MI,Michigan,Tuscola,United States of America,US,America/Detroit
DeWitt,MI,Michigan,Clinton,United States of America,US,America/Detroit
Michigan Center,MI,Michigan,Jackson,United States of America,US,America/Detroit
Wolverine Lake,MI,Michigan,Oakland,United States of America,US,America/Detroit
Dexter,MI,Michigan,Washtenaw,United States of America,US,America/Detroit
Gladstone,MI,Michigan,Delta,United States of America,US,America/Detroit
Cheboygan,MI,Michigan,Cheboygan,United States of America,US,America/Detroit
Wayland,MI,Michigan,Allegan,United States of America,US,America/Detroit
Durand,MI,Michigan,Shiawassee,United States of America,US,America/Detroit
Vandercook Lake,MI,Michigan,Jackson,United States of America,US,America/Detroit
Dundee,MI,Michigan,Monroe,United States of America,US,America/Detroit
Negaunee,MI,Michigan,Marquette,United States of America,US,America/Detroit
Gibraltar,MI,Michigan,Wayne,United States of America,US,America/Detroit
Hancock,MI,Michigan,Houghton,United States of America,US,America/Detroit
Fremont,MI,Michigan,Newaygo,United States of America,US,America/Detroit
Sparta,MI,Michigan,Kent,United States of America,US,America/Detroit
Coopersville,MI,Michigan,Ottawa,United States of America,US,America/Detroit
Buchanan,MI,Michigan,Berrien,United States of America,US,America/Detroit
East Tawas,MI,Michigan,Iosco,United States of America,US,America/Detroit
Constantine,MI,Michigan,St. Joseph,United States of America,US,America/Detroit
Charlevoix,MI,Michigan,Charlevoix,United States of America,US,America/Detroit
Benton Heights,MI,Michigan,Berrien,United States of America,US,America/Detroit
Perry,MI,Michigan,Shiawassee,United States of America,US,America/Detroit
Lathrup Village,MI,Michigan,Oakland,United States of America,US,America/Detroit
Marine City,MI,Michigan,St. Clair,United States of America,US,America/Detroit
Algonac,MI,Michigan,St. Clair,United States of America,US,America/Detroit
Bloomfield Hills,MI,Michigan,Oakland,United States of America,US,America/Detroit
Linden,MI,Michigan,Genesee,United States of America,US,America/Detroit
Belleville,MI,Michigan,Wayne,United States of America,US,America/Detroit
Wolf Lake,MI,Michigan,Muskegon,United States of America,US,America/Detroit
Level Park-Oak Park,MI,Michigan,Calhoun,United States of America,US,America/Detroit
Fowlerville,MI,Michigan,Livingston,United States of America,US,America/Detroit
Roosevelt Park,MI,Michigan,Muskegon,United States of America,US,America/Detroit
North Muskegon,MI,Michigan,Muskegon,United States of America,US,America/Detroit
Grayling,MI,Michigan,Crawford,United States of America,US,America/Detroit
Cedar Springs,MI,Michigan,Kent,United States of America,US,America/Detroit
Plainwell,MI,Michigan,Allegan,United States of America,US,America/Detroit
Imlay City,MI,Michigan,Lapeer,United States of America,US,America/Detroit
Boyne City,MI,Michigan,Charlevoix,United States of America,US,America/Detroit
Romeo,MI,Michigan,Macomb,United States of America,US,America/Detroit
Oxford,MI,Michigan,Oakland,United States of America,US,America/Detroit
Paw Paw Lake,MI,Michigan,Berrien,United States of America,US,America/Detroit
Harrison,MI,Michigan,Clare,United States of America,US,America/Detroit
Vassar,MI,Michigan,Tuscola,United States of America,US,America/Detroit
Newaygo,MI,Michigan,Newaygo,United States of America,US,America/Detroit
West Monroe,MI,Michigan,Monroe,United States of America,US,America/Detroit
Vicksburg,MI,Michigan,Kalamazoo,United States of America,US,America/Detroit
Middleville,MI,Michigan,Barry,United States of America,US,America/Detroit
Keego Harbor,MI,Michigan,Oakland,United States of America,US,America/Detroit
Skidway Lake,MI,Michigan,Ogemaw,United States of America,US,America/Detroit
Houghton Lake,MI,Michigan,Roscommon,United States of America,US,America/Detroit
Corunna,MI,Michigan,Shiawassee,United States of America,US,America/Detroit
