,harvestTime,BikeID,by_hour,battery,EBikeState,EBikeStateID,battery_status,battery_status_id
351,2021-04-30 00:25:02,18,0,47,Normal,2,GOOD,1
352,2021-04-30 00:25:02,19,0,80,Normal,2,PERFECT,0
353,2021-04-30 00:25:02,20,0,76,Normal,2,PERFECT,0
354,2021-04-30 00:25:02,21,0,77,Normal,2,PERFECT,0
355,2021-04-30 00:25:02,22,0,67,Normal,2,PERFECT,0
356,2021-04-30 00:25:02,25,0,0,Normal,2,DEAD,3
357,2021-04-30 00:25:02,26,0,88,Normal,2,PERFECT,0
358,2021-04-30 00:25:02,27,0,53,Normal,2,GOOD,1
359,2021-04-30 00:25:02,30,0,67,Normal,2,PERFECT,0
360,2021-04-30 00:25:02,31,0,42,Normal,2,GOOD,1
361,2021-04-30 00:25:02,33,0,60,Normal,2,GOOD,1
362,2021-04-30 00:25:02,35,0,47,Normal,2,GOOD,1
363,2021-04-30 00:25:02,41,0,82,Normal,2,PERFECT,0
364,2021-04-30 00:25:02,42,0,77,Normal,2,PERFECT,0
365,2021-04-30 00:25:02,43,0,81,Normal,2,PERFECT,0
366,2021-04-30 00:25:02,44,0,0,Normal,2,DEAD,3
367,2021-04-30 00:25:02,45,0,80,Normal,2,PERFECT,0
368,2021-04-30 00:25:02,48,0,80,Normal,2,PERFECT,0
369,2021-04-30 00:25:02,50,0,41,Normal,2,GOOD,1
370,2021-04-30 00:25:02,52,0,64,Normal,2,PERFECT,0
371,2021-04-30 00:25:02,53,0,47,Normal,2,GOOD,1
372,2021-04-30 00:25:02,55,0,53,Normal,2,GOOD,1
373,2021-04-30 00:25:02,56,0,66,Normal,2,PERFECT,0
374,2021-04-30 00:25:02,59,0,40,Normal,2,GOOD,1
375,2021-04-30 00:25:02,60,0,30,Normal,2,GOOD,1
376,2021-04-30 00:25:02,61,0,33,Normal,2,GOOD,1
377,2021-04-30 00:25:02,63,0,37,Normal,2,GOOD,1
378,2021-04-30 00:25:02,66,0,63,Normal,2,PERFECT,0
379,2021-04-30 00:25:02,69,0,48,Normal,2,GOOD,1
380,2021-04-30 00:25:02,71,0,36,Normal,2,GOOD,1
381,2021-04-30 00:25:02,73,0,57,Normal,2,GOOD,1
382,2021-04-30 00:25:02,74,0,75,Normal,2,PERFECT,0
383,2021-04-30 00:25:02,75,0,67,Normal,2,PERFECT,0
384,2021-04-30 00:25:02,76,0,77,Normal,2,PERFECT,0
385,2021-04-30 00:25:02,80,0,74,Normal,2,PERFECT,0
386,2021-04-30 00:25:02,82,0,78,Normal,2,PERFECT,0
387,2021-04-30 00:25:02,83,0,48,Normal,2,GOOD,1
388,2021-04-30 00:25:02,85,0,67,Normal,2,PERFECT,0
389,2021-04-30 00:25:02,86,0,86,Normal,2,PERFECT,0
390,2021-04-30 00:25:02,87,0,43,Normal,2,GOOD,1
391,2021-04-30 00:25:02,90,0,45,Normal,2,GOOD,1
392,2021-04-30 00:25:02,92,0,80,Normal,2,PERFECT,0
393,2021-04-30 00:25:02,93,0,93,Normal,2,PERFECT,0
394,2021-04-30 00:25:02,94,0,66,Normal,2,PERFECT,0
395,2021-04-30 00:25:02,95,0,45,Normal,2,GOOD,1
396,2021-04-30 00:25:02,96,0,70,Normal,2,PERFECT,0
