,bikeid,HarvestTime,id,name,max,min,bikeid,battery,ebikestateid,name
742,111,2021-04-30 00:50:02,1,Perfect,100,60,111,68,2,Normal
743,114,2021-04-30 00:50:02,1,Perfect,100,60,114,80,2,Normal
744,116,2021-04-30 00:50:02,2,Good,59,20,116,44,2,Normal
745,117,2021-04-30 00:50:02,2,Good,59,20,117,41,2,Normal
746,120,2021-04-30 00:50:02,2,Good,59,20,120,47,2,Normal
747,124,2021-04-30 00:50:02,1,Perfect,100,60,124,77,5,Laying on the ground
748,5,2021-04-30 00:55:02,1,Perfect,100,60,5,70,2,Normal
749,6,2021-04-30 00:55:02,1,Perfect,100,60,6,62,2,Normal
750,7,2021-04-30 00:55:02,1,Perfect,100,60,7,66,2,Normal
751,8,2021-04-30 00:55:02,1,Perfect,100,60,8,68,2,Normal
752,9,2021-04-30 00:55:02,1,Perfect,100,60,9,75,2,Normal
753,10,2021-04-30 00:55:02,1,Perfect,100,60,10,72,2,Normal
754,12,2021-04-30 00:55:02,1,Perfect,100,60,12,65,2,Normal
755,13,2021-04-30 00:55:02,1,Perfect,100,60,13,77,2,Normal
756,14,2021-04-30 00:55:02,2,Good,59,20,14,46,2,Normal
757,16,2021-04-30 00:55:02,4,Dead,0,0,16,0,2,Normal
758,17,2021-04-30 00:55:02,2,Good,59,20,17,48,2,Normal
759,18,2021-04-30 00:55:02,2,Good,59,20,18,47,2,Normal
760,19,2021-04-30 00:55:02,1,Perfect,100,60,19,80,2,Normal
761,20,2021-04-30 00:55:02,1,Perfect,100,60,20,76,2,Normal
762,21,2021-04-30 00:55:02,1,Perfect,100,60,21,77,2,Normal
763,22,2021-04-30 00:55:02,1,Perfect,100,60,22,67,2,Normal
764,25,2021-04-30 00:55:02,4,Dead,0,0,25,0,2,Normal
765,26,2021-04-30 00:55:02,1,Perfect,100,60,26,88,2,Normal
766,27,2021-04-30 00:55:02,2,Good,59,20,27,53,2,Normal
767,30,2021-04-30 00:55:02,1,Perfect,100,60,30,67,2,Normal
768,31,2021-04-30 00:55:02,2,Good,59,20,31,42,2,Normal
769,33,2021-04-30 00:55:02,1,Perfect,100,60,33,60,2,Normal
770,35,2021-04-30 00:55:02,2,Good,59,20,35,47,2,Normal
771,41,2021-04-30 00:55:02,1,Perfect,100,60,41,82,2,Normal
772,42,2021-04-30 00:55:02,1,Perfect,100,60,42,77,2,Normal
773,43,2021-04-30 00:55:02,1,Perfect,100,60,43,81,2,Normal
774,44,2021-04-30 00:55:02,4,Dead,0,0,44,0,2,Normal
775,45,2021-04-30 00:55:02,1,Perfect,100,60,45,80,2,Normal
776,48,2021-04-30 00:55:02,1,Perfect,100,60,48,80,2,Normal
777,50,2021-04-30 00:55:02,2,Good,59,20,50,41,2,Normal
778,52,2021-04-30 00:55:02,1,Perfect,100,60,52,64,2,Normal
779,53,2021-04-30 00:55:02,2,Good,59,20,53,47,2,Normal
780,55,2021-04-30 00:55:02,2,Good,59,20,55,53,2,Normal
781,56,2021-04-30 00:55:02,1,Perfect,100,60,56,66,2,Normal
782,59,2021-04-30 00:55:02,2,Good,59,20,59,40,2,Normal
783,60,2021-04-30 00:55:02,2,Good,59,20,60,30,2,Normal
784,61,2021-04-30 00:55:02,2,Good,59,20,61,33,2,Normal
785,63,2021-04-30 00:55:02,2,Good,59,20,63,37,2,Normal
786,66,2021-04-30 00:55:02,1,Perfect,100,60,66,63,2,Normal
787,69,2021-04-30 00:55:02,2,Good,59,20,69,48,2,Normal
788,71,2021-04-30 00:55:02,2,Good,59,20,71,36,2,Normal
789,73,2021-04-30 00:55:02,2,Good,59,20,73,57,2,Normal
790,74,2021-04-30 00:55:02,1,Perfect,100,60,74,75,2,Normal
791,75,2021-04-30 00:55:02,1,Perfect,100,60,75,66,2,Normal
792,76,2021-04-30 00:55:02,1,Perfect,100,60,76,77,2,Normal
793,80,2021-04-30 00:55:02,1,Perfect,100,60,80,74,2,Normal
794,82,2021-04-30 00:55:02,1,Perfect,100,60,82,78,2,Normal
795,83,2021-04-30 00:55:02,2,Good,59,20,83,48,2,Normal
796,85,2021-04-30 00:55:02,1,Perfect,100,60,85,67,2,Normal
797,86,2021-04-30 00:55:02,1,Perfect,100,60,86,86,2,Normal
798,87,2021-04-30 00:55:02,2,Good,59,20,87,43,2,Normal
799,90,2021-04-30 00:55:02,2,Good,59,20,90,45,2,Normal
800,92,2021-04-30 00:55:02,1,Perfect,100,60,92,80,2,Normal
801,93,2021-04-30 00:55:02,1,Perfect,100,60,93,93,2,Normal
802,94,2021-04-30 00:55:02,1,Perfect,100,60,94,66,2,Normal
803,95,2021-04-30 00:55:02,2,Good,59,20,95,45,2,Normal
804,96,2021-04-30 00:55:02,1,Perfect,100,60,96,70,2,Normal
805,99,2021-04-30 00:55:02,2,Good,59,20,99,47,2,Normal
806,102,2021-04-30 00:55:02,1,Perfect,100,60,102,87,2,Normal
807,103,2021-04-30 00:55:02,1,Perfect,100,60,103,65,2,Normal
808,104,2021-04-30 00:55:02,1,Perfect,100,60,104,81,2,Normal
809,106,2021-04-30 00:55:02,1,Perfect,100,60,106,80,2,Normal
810,111,2021-04-30 00:55:02,1,Perfect,100,60,111,68,2,Normal
811,114,2021-04-30 00:55:02,1,Perfect,100,60,114,80,2,Normal
812,116,2021-04-30 00:55:02,2,Good,59,20,116,44,2,Normal
813,117,2021-04-30 00:55:02,2,Good,59,20,117,41,2,Normal
814,120,2021-04-30 00:55:02,2,Good,59,20,120,47,2,Normal
815,124,2021-04-30 00:55:02,1,Perfect,100,60,124,77,5,Laying on the ground
816,5,2021-04-30 01:00:02,1,Perfect,100,60,5,70,2,Normal
817,6,2021-04-30 01:00:02,1,Perfect,100,60,6,62,2,Normal
818,7,2021-04-30 01:00:02,1,Perfect,100,60,7,66,2,Normal
819,8,2021-04-30 01:00:02,1,Perfect,100,60,8,68,2,Normal
820,9,2021-04-30 01:00:02,1,Perfect,100,60,9,75,2,Normal
821,10,2021-04-30 01:00:02,1,Perfect,100,60,10,72,2,Normal
822,12,2021-04-30 01:00:02,1,Perfect,100,60,12,65,2,Normal
823,13,2021-04-30 01:00:02,1,Perfect,100,60,13,77,2,Normal
824,14,2021-04-30 01:00:02,2,Good,59,20,14,46,2,Normal
825,16,2021-04-30 01:00:02,4,Dead,0,0,16,0,2,Normal
826,17,2021-04-30 01:00:02,2,Good,59,20,17,48,2,Normal
827,18,2021-04-30 01:00:02,2,Good,59,20,18,47,2,Normal
828,19,2021-04-30 01:00:02,1,Perfect,100,60,19,80,2,Normal
829,20,2021-04-30 01:00:02,1,Perfect,100,60,20,76,2,Normal
830,21,2021-04-30 01:00:02,1,Perfect,100,60,21,77,2,Normal
831,22,2021-04-30 01:00:02,1,Perfect,100,60,22,67,2,Normal
832,25,2021-04-30 01:00:02,4,Dead,0,0,25,0,2,Normal
833,26,2021-04-30 01:00:02,1,Perfect,100,60,26,88,2,Normal
834,27,2021-04-30 01:00:02,2,Good,59,20,27,53,2,Normal
835,30,2021-04-30 01:00:02,1,Perfect,100,60,30,67,2,Normal
836,31,2021-04-30 01:00:02,2,Good,59,20,31,42,2,Normal
837,33,2021-04-30 01:00:02,1,Perfect,100,60,33,60,2,Normal
838,35,2021-04-30 01:00:02,2,Good,59,20,35,47,2,Normal
839,41,2021-04-30 01:00:02,1,Perfect,100,60,41,82,2,Normal
840,42,2021-04-30 01:00:02,1,Perfect,100,60,42,77,2,Normal
841,43,2021-04-30 01:00:02,1,Perfect,100,60,43,81,2,Normal
842,44,2021-04-30 01:00:02,4,Dead,0,0,44,0,2,Normal
843,45,2021-04-30 01:00:02,1,Perfect,100,60,45,80,2,Normal
844,48,2021-04-30 01:00:02,1,Perfect,100,60,48,80,2,Normal
845,50,2021-04-30 01:00:02,2,Good,59,20,50,41,2,Normal
846,52,2021-04-30 01:00:02,1,Perfect,100,60,52,64,2,Normal
847,53,2021-04-30 01:00:02,2,Good,59,20,53,47,2,Normal
848,55,2021-04-30 01:00:02,2,Good,59,20,55,53,2,Normal
849,56,2021-04-30 01:00:02,1,Perfect,100,60,56,66,2,Normal
850,59,2021-04-30 01:00:02,2,Good,59,20,59,40,2,Normal
851,60,2021-04-30 01:00:02,2,Good,59,20,60,30,2,Normal
852,61,2021-04-30 01:00:02,2,Good,59,20,61,33,2,Normal
853,63,2021-04-30 01:00:02,2,Good,59,20,63,37,2,Normal
854,66,2021-04-30 01:00:02,1,Perfect,100,60,66,63,2,Normal
855,69,2021-04-30 01:00:02,2,Good,59,20,69,48,2,Normal
856,71,2021-04-30 01:00:02,2,Good,59,20,71,36,2,Normal
857,73,2021-04-30 01:00:02,2,Good,59,20,73,57,2,Normal
858,74,2021-04-30 01:00:02,1,Perfect,100,60,74,75,2,Normal
859,75,2021-04-30 01:00:02,1,Perfect,100,60,75,66,2,Normal
860,76,2021-04-30 01:00:02,1,Perfect,100,60,76,77,2,Normal
861,80,2021-04-30 01:00:02,1,Perfect,100,60,80,74,2,Normal
862,82,2021-04-30 01:00:02,1,Perfect,100,60,82,78,2,Normal
863,83,2021-04-30 01:00:02,2,Good,59,20,83,48,2,Normal
864,85,2021-04-30 01:00:02,1,Perfect,100,60,85,67,2,Normal
865,86,2021-04-30 01:00:02,1,Perfect,100,60,86,86,2,Normal
866,87,2021-04-30 01:00:02,2,Good,59,20,87,43,2,Normal
867,90,2021-04-30 01:00:02,2,Good,59,20,90,45,2,Normal
868,92,2021-04-30 01:00:02,1,Perfect,100,60,92,80,2,Normal
869,93,2021-04-30 01:00:02,1,Perfect,100,60,93,93,2,Normal
870,94,2021-04-30 01:00:02,1,Perfect,100,60,94,66,2,Normal
871,95,2021-04-30 01:00:02,2,Good,59,20,95,45,2,Normal
872,96,2021-04-30 01:00:02,1,Perfect,100,60,96,70,2,Normal
873,99,2021-04-30 01:00:02,2,Good,59,20,99,47,2,Normal
874,102,2021-04-30 01:00:02,1,Perfect,100,60,102,87,2,Normal
875,103,2021-04-30 01:00:02,1,Perfect,100,60,103,65,2,Normal
876,104,2021-04-30 01:00:02,1,Perfect,100,60,104,81,2,Normal
877,106,2021-04-30 01:00:02,1,Perfect,100,60,106,80,2,Normal
878,111,2021-04-30 01:00:02,1,Perfect,100,60,111,68,2,Normal
879,114,2021-04-30 01:00:02,1,Perfect,100,60,114,80,2,Normal
880,116,2021-04-30 01:00:02,2,Good,59,20,116,44,2,Normal
881,117,2021-04-30 01:00:02,2,Good,59,20,117,41,2,Normal
882,120,2021-04-30 01:00:02,2,Good,59,20,120,47,2,Normal
883,124,2021-04-30 01:00:02,1,Perfect,100,60,124,77,5,Laying on the ground
884,5,2021-04-30 01:05:01,1,Perfect,100,60,5,70,2,Normal
885,6,2021-04-30 01:05:01,1,Perfect,100,60,6,62,2,Normal
886,7,2021-04-30 01:05:01,1,Perfect,100,60,7,66,2,Normal
887,8,2021-04-30 01:05:01,1,Perfect,100,60,8,68,2,Normal
888,9,2021-04-30 01:05:01,1,Perfect,100,60,9,75,2,Normal
889,10,2021-04-30 01:05:01,1,Perfect,100,60,10,72,2,Normal
890,12,2021-04-30 01:05:01,1,Perfect,100,60,12,65,2,Normal
891,13,2021-04-30 01:05:01,1,Perfect,100,60,13,77,2,Normal
892,14,2021-04-30 01:05:01,2,Good,59,20,14,46,2,Normal
893,16,2021-04-30 01:05:01,4,Dead,0,0,16,0,2,Normal
894,17,2021-04-30 01:05:01,2,Good,59,20,17,48,2,Normal
895,18,2021-04-30 01:05:01,2,Good,59,20,18,47,2,Normal
896,19,2021-04-30 01:05:01,1,Perfect,100,60,19,80,2,Normal
897,20,2021-04-30 01:05:01,1,Perfect,100,60,20,76,2,Normal
898,21,2021-04-30 01:05:01,1,Perfect,100,60,21,77,2,Normal
899,22,2021-04-30 01:05:01,1,Perfect,100,60,22,67,2,Normal
900,25,2021-04-30 01:05:01,4,Dead,0,0,25,0,2,Normal
901,26,2021-04-30 01:05:01,1,Perfect,100,60,26,88,2,Normal
902,27,2021-04-30 01:05:01,2,Good,59,20,27,53,2,Normal
903,30,2021-04-30 01:05:01,1,Perfect,100,60,30,67,2,Normal
904,31,2021-04-30 01:05:01,2,Good,59,20,31,42,2,Normal
905,33,2021-04-30 01:05:01,1,Perfect,100,60,33,60,2,Normal
906,35,2021-04-30 01:05:01,2,Good,59,20,35,47,2,Normal
907,41,2021-04-30 01:05:01,1,Perfect,100,60,41,82,2,Normal
908,42,2021-04-30 01:05:01,1,Perfect,100,60,42,77,2,Normal
909,43,2021-04-30 01:05:01,1,Perfect,100,60,43,81,2,Normal
910,44,2021-04-30 01:05:01,4,Dead,0,0,44,0,2,Normal
911,45,2021-04-30 01:05:01,1,Perfect,100,60,45,80,2,Normal
912,48,2021-04-30 01:05:01,1,Perfect,100,60,48,80,2,Normal
913,50,2021-04-30 01:05:01,2,Good,59,20,50,41,2,Normal
914,52,2021-04-30 01:05:01,1,Perfect,100,60,52,64,2,Normal
915,53,2021-04-30 01:05:01,2,Good,59,20,53,47,2,Normal
916,55,2021-04-30 01:05:01,2,Good,59,20,55,53,2,Normal
917,56,2021-04-30 01:05:01,1,Perfect,100,60,56,66,2,Normal
918,59,2021-04-30 01:05:01,2,Good,59,20,59,40,2,Normal
919,60,2021-04-30 01:05:01,2,Good,59,20,60,30,2,Normal
920,61,2021-04-30 01:05:01,2,Good,59,20,61,33,2,Normal
921,63,2021-04-30 01:05:01,2,Good,59,20,63,37,2,Normal
922,66,2021-04-30 01:05:01,1,Perfect,100,60,66,63,2,Normal
923,69,2021-04-30 01:05:01,2,Good,59,20,69,48,2,Normal
924,71,2021-04-30 01:05:01,2,Good,59,20,71,36,2,Normal
925,73,2021-04-30 01:05:01,2,Good,59,20,73,57,2,Normal
926,74,2021-04-30 01:05:01,1,Perfect,100,60,74,75,2,Normal
927,75,2021-04-30 01:05:01,1,Perfect,100,60,75,66,2,Normal
928,76,2021-04-30 01:05:01,1,Perfect,100,60,76,77,2,Normal
929,80,2021-04-30 01:05:01,1,Perfect,100,60,80,74,2,Normal
930,82,2021-04-30 01:05:01,1,Perfect,100,60,82,78,2,Normal
931,83,2021-04-30 01:05:01,2,Good,59,20,83,48,2,Normal
932,85,2021-04-30 01:05:01,1,Perfect,100,60,85,67,2,Normal
933,86,2021-04-30 01:05:01,1,Perfect,100,60,86,86,2,Normal
934,87,2021-04-30 01:05:01,2,Good,59,20,87,43,2,Normal
935,90,2021-04-30 01:05:01,2,Good,59,20,90,45,2,Normal
936,92,2021-04-30 01:05:01,1,Perfect,100,60,92,80,2,Normal
937,93,2021-04-30 01:05:01,1,Perfect,100,60,93,93,2,Normal
938,94,2021-04-30 01:05:01,1,Perfect,100,60,94,66,2,Normal
939,95,2021-04-30 01:05:01,2,Good,59,20,95,45,2,Normal
940,96,2021-04-30 01:05:01,1,Perfect,100,60,96,70,2,Normal
941,99,2021-04-30 01:05:01,2,Good,59,20,99,47,2,Normal
942,102,2021-04-30 01:05:01,1,Perfect,100,60,102,87,2,Normal
943,103,2021-04-30 01:05:01,1,Perfect,100,60,103,65,2,Normal
944,104,2021-04-30 01:05:01,1,Perfect,100,60,104,81,2,Normal
945,106,2021-04-30 01:05:01,1,Perfect,100,60,106,80,2,Normal
946,111,2021-04-30 01:05:01,1,Perfect,100,60,111,68,2,Normal
947,114,2021-04-30 01:05:01,1,Perfect,100,60,114,80,2,Normal
948,116,2021-04-30 01:05:01,2,Good,59,20,116,44,2,Normal
949,117,2021-04-30 01:05:01,2,Good,59,20,117,41,2,Normal
950,120,2021-04-30 01:05:01,2,Good,59,20,120,47,2,Normal
951,124,2021-04-30 01:05:01,1,Perfect,100,60,124,77,5,Laying on the ground
952,5,2021-04-30 01:10:01,1,Perfect,100,60,5,70,2,Normal
953,6,2021-04-30 01:10:01,1,Perfect,100,60,6,62,2,Normal
954,7,2021-04-30 01:10:01,1,Perfect,100,60,7,66,2,Normal
955,8,2021-04-30 01:10:01,1,Perfect,100,60,8,68,2,Normal
956,9,2021-04-30 01:10:01,1,Perfect,100,60,9,75,2,Normal
957,10,2021-04-30 01:10:01,1,Perfect,100,60,10,72,2,Normal
958,12,2021-04-30 01:10:01,1,Perfect,100,60,12,65,2,Normal
959,13,2021-04-30 01:10:01,1,Perfect,100,60,13,77,2,Normal
960,14,2021-04-30 01:10:01,2,Good,59,20,14,46,2,Normal
961,16,2021-04-30 01:10:01,4,Dead,0,0,16,0,2,Normal
962,17,2021-04-30 01:10:01,2,Good,59,20,17,48,2,Normal
963,18,2021-04-30 01:10:01,2,Good,59,20,18,47,2,Normal
964,19,2021-04-30 01:10:01,1,Perfect,100,60,19,80,2,Normal
965,20,2021-04-30 01:10:01,1,Perfect,100,60,20,76,2,Normal
966,21,2021-04-30 01:10:01,1,Perfect,100,60,21,77,2,Normal
967,22,2021-04-30 01:10:01,1,Perfect,100,60,22,67,2,Normal
968,25,2021-04-30 01:10:01,4,Dead,0,0,25,0,2,Normal
969,26,2021-04-30 01:10:01,1,Perfect,100,60,26,88,2,Normal
970,27,2021-04-30 01:10:01,2,Good,59,20,27,53,2,Normal
971,30,2021-04-30 01:10:01,1,Perfect,100,60,30,67,2,Normal
972,31,2021-04-30 01:10:01,2,Good,59,20,31,42,2,Normal
973,33,2021-04-30 01:10:01,1,Perfect,100,60,33,60,2,Normal
974,35,2021-04-30 01:10:01,2,Good,59,20,35,47,2,Normal
975,41,2021-04-30 01:10:01,1,Perfect,100,60,41,82,2,Normal
976,42,2021-04-30 01:10:01,1,Perfect,100,60,42,77,2,Normal
977,43,2021-04-30 01:10:01,1,Perfect,100,60,43,81,2,Normal
978,44,2021-04-30 01:10:01,4,Dead,0,0,44,0,2,Normal
979,45,2021-04-30 01:10:01,1,Perfect,100,60,45,80,2,Normal
980,48,2021-04-30 01:10:01,1,Perfect,100,60,48,80,2,Normal
981,50,2021-04-30 01:10:01,2,Good,59,20,50,41,2,Normal
982,52,2021-04-30 01:10:01,1,Perfect,100,60,52,64,2,Normal
983,53,2021-04-30 01:10:01,2,Good,59,20,53,47,2,Normal
984,55,2021-04-30 01:10:01,2,Good,59,20,55,53,2,Normal
985,56,2021-04-30 01:10:01,1,Perfect,100,60,56,66,2,Normal
986,59,2021-04-30 01:10:01,2,Good,59,20,59,40,2,Normal
987,60,2021-04-30 01:10:01,2,Good,59,20,60,30,2,Normal
988,61,2021-04-30 01:10:01,2,Good,59,20,61,33,2,Normal
989,63,2021-04-30 01:10:01,2,Good,59,20,63,37,2,Normal
990,66,2021-04-30 01:10:01,1,Perfect,100,60,66,63,2,Normal
991,69,2021-04-30 01:10:01,2,Good,59,20,69,48,2,Normal
992,71,2021-04-30 01:10:01,2,Good,59,20,71,36,2,Normal
993,73,2021-04-30 01:10:01,2,Good,59,20,73,57,2,Normal
994,74,2021-04-30 01:10:01,1,Perfect,100,60,74,75,2,Normal
995,75,2021-04-30 01:10:01,1,Perfect,100,60,75,66,2,Normal
996,76,2021-04-30 01:10:01,1,Perfect,100,60,76,77,2,Normal
997,80,2021-04-30 01:10:01,1,Perfect,100,60,80,74,2,Normal
998,82,2021-04-30 01:10:01,1,Perfect,100,60,82,78,2,Normal
999,83,2021-04-30 01:10:01,2,Good,59,20,83,48,2,Normal
1000,85,2021-04-30 01:10:01,1,Perfect,100,60,85,67,2,Normal
1001,86,2021-04-30 01:10:01,1,Perfect,100,60,86,86,2,Normal
1002,87,2021-04-30 01:10:01,2,Good,59,20,87,43,2,Normal
1003,90,2021-04-30 01:10:01,2,Good,59,20,90,45,2,Normal
1004,92,2021-04-30 01:10:01,1,Perfect,100,60,92,80,2,Normal
1005,93,2021-04-30 01:10:01,1,Perfect,100,60,93,93,2,Normal
1006,94,2021-04-30 01:10:01,1,Perfect,100,60,94,66,2,Normal
1007,95,2021-04-30 01:10:01,2,Good,59,20,95,45,2,Normal
1008,96,2021-04-30 01:10:01,1,Perfect,100,60,96,70,2,Normal
1009,99,2021-04-30 01:10:01,2,Good,59,20,99,47,2,Normal
1010,102,2021-04-30 01:10:01,1,Perfect,100,60,102,87,2,Normal
1011,103,2021-04-30 01:10:01,1,Perfect,100,60,103,65,2,Normal
1012,104,2021-04-30 01:10:01,1,Perfect,100,60,104,81,2,Normal
1013,106,2021-04-30 01:10:01,1,Perfect,100,60,106,80,2,Normal
1014,111,2021-04-30 01:10:01,1,Perfect,100,60,111,68,2,Normal
1015,114,2021-04-30 01:10:01,1,Perfect,100,60,114,80,2,Normal
1016,116,2021-04-30 01:10:01,2,Good,59,20,116,44,2,Normal
1017,117,2021-04-30 01:10:01,2,Good,59,20,117,41,2,Normal
1018,120,2021-04-30 01:10:01,2,Good,59,20,120,47,2,Normal
1019,124,2021-04-30 01:10:01,1,Perfect,100,60,124,77,5,Laying on the ground
1020,5,2021-04-30 06:10:02,1,Perfect,100,60,5,68,2,Normal
1021,6,2021-04-30 06:10:02,2,Good,59,20,6,54,2,Normal
1022,7,2021-04-30 06:10:02,1,Perfect,100,60,7,65,2,Normal
1023,8,2021-04-30 06:10:02,1,Perfect,100,60,8,68,2,Normal
1024,9,2021-04-30 06:10:02,1,Perfect,100,60,9,74,2,Normal
1025,10,2021-04-30 06:10:02,1,Perfect,100,60,10,71,2,Normal
1026,12,2021-04-30 06:10:02,1,Perfect,100,60,12,62,2,Normal
1027,13,2021-04-30 06:10:02,1,Perfect,100,60,13,77,2,Normal
1028,14,2021-04-30 06:10:02,2,Good,59,20,14,45,2,Normal
1029,16,2021-04-30 06:10:02,4,Dead,0,0,16,0,2,Normal
1030,17,2021-04-30 06:10:02,2,Good,59,20,17,48,2,Normal
1031,18,2021-04-30 06:10:02,2,Good,59,20,18,46,2,Normal
1032,19,2021-04-30 06:10:02,1,Perfect,100,60,19,80,2,Normal
1033,20,2021-04-30 06:10:02,1,Perfect,100,60,20,75,2,Normal
1034,21,2021-04-30 06:10:02,1,Perfect,100,60,21,76,2,Normal
1035,22,2021-04-30 06:10:02,1,Perfect,100,60,22,67,2,Normal
1036,25,2021-04-30 06:10:02,4,Dead,0,0,25,0,2,Normal
1037,26,2021-04-30 06:10:02,1,Perfect,100,60,26,86,2,Normal
1038,27,2021-04-30 06:10:02,2,Good,59,20,27,53,2,Normal
1039,30,2021-04-30 06:10:02,1,Perfect,100,60,30,67,2,Normal
1040,31,2021-04-30 06:10:02,2,Good,59,20,31,41,2,Normal
1041,33,2021-04-30 06:10:02,2,Good,59,20,33,57,2,Normal
1042,35,2021-04-30 06:10:02,2,Good,59,20,35,47,2,Normal
1043,41,2021-04-30 06:10:02,1,Perfect,100,60,41,81,2,Normal
1044,42,2021-04-30 06:10:02,1,Perfect,100,60,42,77,2,Normal
1045,43,2021-04-30 06:10:02,1,Perfect,100,60,43,81,2,Normal
1046,44,2021-04-30 06:10:02,4,Dead,0,0,44,0,2,Normal
1047,45,2021-04-30 06:10:02,1,Perfect,100,60,45,78,2,Normal
1048,48,2021-04-30 06:10:02,1,Perfect,100,60,48,78,2,Normal
1049,50,2021-04-30 06:10:02,2,Good,59,20,50,41,2,Normal
1050,52,2021-04-30 06:10:02,1,Perfect,100,60,52,63,2,Normal
1051,53,2021-04-30 06:10:02,2,Good,59,20,53,46,2,Normal
1052,55,2021-04-30 06:10:02,2,Good,59,20,55,52,5,Laying on the ground
1053,56,2021-04-30 06:10:02,1,Perfect,100,60,56,66,2,Normal
1054,59,2021-04-30 06:10:02,2,Good,59,20,59,37,2,Normal
1055,60,2021-04-30 06:10:02,2,Good,59,20,60,28,2,Normal
1056,61,2021-04-30 06:10:02,2,Good,59,20,61,32,2,Normal
1057,63,2021-04-30 06:10:02,2,Good,59,20,63,36,2,Normal
1058,66,2021-04-30 06:10:02,1,Perfect,100,60,66,62,2,Normal
1059,69,2021-04-30 06:10:02,2,Good,59,20,69,47,2,Normal
1060,71,2021-04-30 06:10:02,2,Good,59,20,71,35,2,Normal
1061,73,2021-04-30 06:10:02,2,Good,59,20,73,53,2,Normal
1062,74,2021-04-30 06:10:02,1,Perfect,100,60,74,75,2,Normal
1063,75,2021-04-30 06:10:02,1,Perfect,100,60,75,66,2,Normal
1064,76,2021-04-30 06:10:02,1,Perfect,100,60,76,76,2,Normal
1065,80,2021-04-30 06:10:02,1,Perfect,100,60,80,73,2,Normal
1066,82,2021-04-30 06:10:02,1,Perfect,100,60,82,76,2,Normal
1067,83,2021-04-30 06:10:02,2,Good,59,20,83,47,2,Normal
1068,85,2021-04-30 06:10:02,1,Perfect,100,60,85,67,2,Normal
1069,86,2021-04-30 06:10:02,1,Perfect,100,60,86,85,2,Normal
1070,87,2021-04-30 06:10:02,2,Good,59,20,87,42,2,Normal
1071,90,2021-04-30 06:10:02,2,Good,59,20,90,45,2,Normal
1072,92,2021-04-30 06:10:02,1,Perfect,100,60,92,78,2,Normal
1073,93,2021-04-30 06:10:02,1,Perfect,100,60,93,93,2,Normal
1074,94,2021-04-30 06:10:02,1,Perfect,100,60,94,64,2,Normal
1075,95,2021-04-30 06:10:02,2,Good,59,20,95,44,2,Normal
1076,96,2021-04-30 06:10:02,1,Perfect,100,60,96,70,2,Normal
1077,99,2021-04-30 06:10:02,2,Good,59,20,99,46,2,Normal
1078,102,2021-04-30 06:10:02,1,Perfect,100,60,102,87,2,Normal
1079,103,2021-04-30 06:10:02,1,Perfect,100,60,103,65,2,Normal
1080,104,2021-04-30 06:10:02,1,Perfect,100,60,104,78,2,Normal
1081,106,2021-04-30 06:10:02,1,Perfect,100,60,106,78,2,Normal
1082,111,2021-04-30 06:10:02,1,Perfect,100,60,111,67,2,Normal
1083,114,2021-04-30 06:10:02,1,Perfect,100,60,114,78,2,Normal
1084,116,2021-04-30 06:10:02,2,Good,59,20,116,42,2,Normal
1085,117,2021-04-30 06:10:02,2,Good,59,20,117,41,2,Normal
1086,120,2021-04-30 06:10:02,2,Good,59,20,120,46,2,Normal
1087,124,2021-04-30 06:10:02,1,Perfect,100,60,124,76,5,Laying on the ground
1088,5,2021-04-30 06:15:01,1,Perfect,100,60,5,68,2,Normal
1089,6,2021-04-30 06:15:01,2,Good,59,20,6,54,2,Normal
1090,7,2021-04-30 06:15:01,1,Perfect,100,60,7,65,2,Normal
1091,8,2021-04-30 06:15:01,1,Perfect,100,60,8,68,2,Normal
1092,9,2021-04-30 06:15:01,1,Perfect,100,60,9,74,2,Normal
1093,10,2021-04-30 06:15:01,1,Perfect,100,60,10,71,2,Normal
1094,12,2021-04-30 06:15:01,1,Perfect,100,60,12,62,2,Normal
1095,13,2021-04-30 06:15:01,1,Perfect,100,60,13,77,2,Normal
1096,14,2021-04-30 06:15:01,2,Good,59,20,14,45,2,Normal
1097,16,2021-04-30 06:15:01,4,Dead,0,0,16,0,2,Normal
1098,17,2021-04-30 06:15:01,2,Good,59,20,17,48,2,Normal
1099,18,2021-04-30 06:15:01,2,Good,59,20,18,46,2,Normal
1100,19,2021-04-30 06:15:01,1,Perfect,100,60,19,80,2,Normal
1101,20,2021-04-30 06:15:01,1,Perfect,100,60,20,75,2,Normal
1102,21,2021-04-30 06:15:01,1,Perfect,100,60,21,76,2,Normal
1103,22,2021-04-30 06:15:01,1,Perfect,100,60,22,67,2,Normal
1104,25,2021-04-30 06:15:01,4,Dead,0,0,25,0,2,Normal
1105,26,2021-04-30 06:15:01,1,Perfect,100,60,26,86,2,Normal
1106,27,2021-04-30 06:15:01,2,Good,59,20,27,53,2,Normal
1107,30,2021-04-30 06:15:01,1,Perfect,100,60,30,67,2,Normal
1108,31,2021-04-30 06:15:01,2,Good,59,20,31,41,2,Normal
1109,33,2021-04-30 06:15:01,2,Good,59,20,33,57,2,Normal
1110,35,2021-04-30 06:15:01,2,Good,59,20,35,47,2,Normal
1111,41,2021-04-30 06:15:01,1,Perfect,100,60,41,81,2,Normal
1112,42,2021-04-30 06:15:01,1,Perfect,100,60,42,77,2,Normal
