id_wing,s_wing,wing,dg_wing,area,peri,e_len_axe1,max_len_axe1,devmax_cent_axe1,m2_axe1,m3_axe1,m4_axe1,stdm2_axe1,stdm3_axe1,stdm4_axe1,e_len_axe2,max_len_axe2,devmax_cent_axe2,m2_axe2,m3_axe2,m4_axe2,stdm2_axe2,stdm3_axe2,stdm4_axe2,sex,tribe,genus,geno1,geno2,seg
MJ97.0107-v_Ant_g,v,Ant,g,961801.0,4338.568,1615.2908,1667.0,84.2959,993949088869.0,1202550582521030.0,1.53855081120714e+18,0.60982,0.64625,0.67464,794.8829,871.0,16.0885,185591243041.0,103539819454069.0,6.26573872352094e+16,0.5043300000000001,0.5461600000000001,0.58003,f,Ithomiinae,Melinaea,marsaeus,phasiana,w
MJ97.0107-v_Post_d,v,Post,d,633516.0,3857.24,1172.1433,1186.0,38.669000000000004,274443699128.0,227131716627238.0,2.02521782231762e+17,0.55496,0.5989899999999999,0.6340100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Ithomiinae,Melinaea,marsaeus,phasiana,w
MJ97.0107-v_Post_g,v,Post,g,429159.0,3773.8431,959.4677,982.0,-99.1239,109374116980.0,71154898934220.0,4.99051961732805e+16,0.5140899999999999,0.5594399999999999,0.5946600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Ithomiinae,Melinaea,marsaeus,phasiana,w
MJ97.0108-d_Ant_d,d,Ant,d,1062511.0,5067.8544,1730.7378,1803.0,109.2504,1238247776546.0,1602003064756130.0,2.19987130568784e+18,0.5987399999999999,0.6359899999999999,0.6653,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-d_Ant_g,d,Ant,g,1067457.0,4755.6706,1735.0085,1814.0,117.8226,1275871447034.0,1665135308987470.0,2.30380799009268e+18,0.60269,0.6393399999999999,0.6681699999999999,808.6976,889.0,-18.1918,216134564828.0,123154948874086.0,7.60209621019525e+16,0.50616,0.5476,0.58109,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-d_Post_d,d,Post,d,725486.0,3814.7304,1150.7575,1147.0,24.6115,315453341689.0,258303707797477.0,2.264850269508e+17,0.5749,0.61793,0.65169,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-d_Post_g,d,Post,g,721966.0,4223.0218,1163.697,1191.0,-42.4195,328304060567.0,273642995250871.0,2.43971366030885e+17,0.5662,0.60764,0.64017,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-v_Ant_d,v,Ant,d,1069334.0,4824.5996,1739.2654,1820.0,116.5511,1347102987295.0,1793792041901830.0,2.53037904596723e+18,0.6167,0.65285,0.68147,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-v_Ant_g,v,Ant,g,1067811.0,4775.6635,1732.4086,1805.0,105.8105,1245698514398.0,1612290218368850.0,2.21447854841886e+18,0.59839,0.63558,0.66484,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-v_Post_d,v,Post,d,722008.0,4170.8624,1157.9192,1170.0,-43.7628,315879877365.0,259502871560655.0,2.28194938690483e+17,0.56533,0.60769,0.64085,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0108-v_Post_g,v,Post,g,725585.0,3771.8014,1150.0977,1147.0,23.5698,315540562975.0,258386889677549.0,2.26596304973923e+17,0.57494,0.61797,0.65175,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,tarapotensis,w
MJ97.0111-d_Ant_d,d,Ant,d,982807.0,4447.2615,1659.0517,1713.0,125.59700000000001,1076112184859.0,1341992465765220.0,1.77217322034043e+18,0.61085,0.64764,0.67648,783.9029,855.0,-8.335,186596122603.0,102935444701413.0,6.15014235033465e+16,0.50963,0.5513100000000001,0.58498,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-d_Ant_g,d,Ant,g,967531.0,4386.3742,1654.2239,1714.0,124.2356,1070373064725.0,1337003736862010.0,1.76618717729626e+18,0.61366,0.64985,0.67816,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-d_Post_d,d,Post,d,659415.0,3404.0542,1138.2213,1153.0,12.8774,284557028165.0,231204448171897.0,2.0075156341786e+17,0.5697399999999999,0.61158,0.6442399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-d_Post_g,d,Post,g,671935.0,3430.2968,1156.1241,1170.0,20.0803,294689514423.0,241931497838707.0,2.12308400290851e+17,0.56602,0.60805,0.6408,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-v_Ant_d,v,Ant,d,973118.0,4411.6046,1657.3979,1717.0,127.3326,1076881329006.0,1346097522189880.0,1.77967991827677e+18,0.61268,0.64893,0.67729,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-v_Ant_g,v,Ant,g,981771.0,4453.6219,1660.5476,1717.0,105.7737,1072949779951.0,1337629542655070.0,1.76617540242138e+18,0.6088600000000001,0.64566,0.67451,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-v_Post_d,v,Post,d,674246.0,3487.6105,1158.18,1172.0,107.7521,296946724740.0,244244530623548.0,2.14727711240738e+17,0.56624,0.60824,0.6409699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0111-v_Post_g,v,Post,g,657771.0,3443.6522,1137.2288,1152.0,20.7573,285416870288.0,232323104381428.0,2.02095092471929e+17,0.57181,0.6136,0.64628,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-d_Ant_d,d,Ant,d,1069539.0,4720.7833,1713.9458,1794.0,70.4382,1231785991855.0,1581746007478540.0,2.15560124843995e+18,0.5982,0.63507,0.6641600000000001,819.9378,902.0,-28.6339,225120799980.0,130603010565150.0,8.21232796291785e+16,0.50863,0.55002,0.5835899999999999,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-d_Ant_g,d,Ant,g,1068559.0,5187.9864,1729.0639,1821.0,71.1234,1322892906948.0,1746256725847270.0,2.44170784581849e+18,0.61102,0.64683,0.6751699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-d_Post_d,d,Post,d,723115.0,3916.6543,1164.8508,1158.0,50.1217,304525800737.0,248818050647237.0,2.18557986050662e+17,0.5604,0.6051300000000001,0.6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-d_Post_g,d,Post,g,738782.0,3860.3872,1190.5933,1172.0,61.5794,328242375890.0,274167654047452.0,2.45425902323269e+17,0.5687399999999999,0.61316,0.64777,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-v_Ant_d,v,Ant,d,1069952.0,5137.5356,1729.5287,1820.0,72.1462,1324403049158.0,1748354403951990.0,2.44489935597533e+18,0.6113,0.64717,0.6755399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-v_Ant_g,v,Ant,g,1069551.0,4710.4747,1714.6768,1795.0,68.7243,1229176928011.0,1577577125082690.0,2.14915601252773e+18,0.59723,0.6341600000000001,0.6632899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-v_Post_d,v,Post,d,755086.0,3759.5933,1181.4962,1174.0,30.8751,335124879740.0,279121296359308.0,2.49260680816408e+17,0.5674600000000001,0.61131,0.64565,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0112-v_Post_g,v,Post,g,720051.0,3890.9385,1162.5513,1157.0,40.8401,300763722858.0,244918427911218.0,2.14425728831072e+17,0.5586,0.60333,0.63848,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-d_Ant_d,d,Ant,d,1064725.0,4779.6706,1726.5424,1813.0,71.3071,1288767317115.0,1687013564214060.0,2.33986290068736e+18,0.6068399999999999,0.64303,0.67157,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-d_Ant_g,d,Ant,g,1063776.0,4793.7468,1732.1806,1817.0,99.7674,1268568402995.0,1652760246264810.0,2.28250601202781e+18,0.601,0.63743,0.66609,811.0756,891.0,-37.7807,217889411683.0,124975421008217.0,7.77715836746754e+16,0.50794,0.5496800000000001,0.5836,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-d_Post_d,d,Post,d,745776.0,3540.3456,1149.0819,1156.0,26.1668,324539124293.0,265537953680993.0,2.32615414708979e+17,0.57065,0.61312,0.64647,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-d_Post_g,d,Post,g,743216.0,3733.5416,1162.1445,1208.0,26.4732,362922844698.0,310092484711054.0,2.83377759372154e+17,0.5784699999999999,0.61857,0.6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-v_Ant_d,v,Ant,d,1071426.0,4800.4158,1735.4071,1820.0,89.5718,1278976884488.0,1668013640315830.0,2.30630746322825e+18,0.60031,0.63681,0.6655300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-v_Ant_g,v,Ant,g,1064143.0,4840.96,1725.9214,1810.0,76.5654,1282996069693.0,1677021802659350.0,2.32289010540949e+18,0.60664,0.64294,0.67155,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-v_Post_d,v,Post,d,741992.0,3578.2623,1160.5661,1206.0,12.9609,349516734859.0,294891691443565.0,2.66280567011807e+17,0.5691,0.60964,0.64178,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0113-v_Post_g,v,Post,g,742547.0,3522.505,1146.3061,1154.0,14.9763,321213382210.0,262124740645562.0,2.29051650133815e+17,0.56994,0.61243,0.6458,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-d_Ant_d,d,Ant,d,1103742.0,4690.433,1751.8859,1827.0,125.4025,1324019634369.0,1735787594904970.0,2.4140768118549e+18,0.59948,0.63651,0.66563,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-d_Ant_g,d,Ant,g,1103781.0,4810.96,1753.4386,1833.0,144.2094,1353852343725.0,1788372921541750.0,2.50401307321329e+18,0.6042,0.64076,0.6695399999999999,830.1448,908.0,-32.619,235312988069.0,137785856340009.0,8.7505360814756e+16,0.50851,0.5504100000000001,0.58439,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-d_Post_d,d,Post,d,765362.0,3593.4095,1194.4019,1184.0,29.6886,348649685845.0,293248674239813.0,2.639525879317e+17,0.57005,0.61344,0.6472399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-d_Post_g,d,Post,g,754867.0,4118.0756,1212.0768,1204.0,15.050999999999998,347428349474.0,295312953749974.0,2.69003473495179e+17,0.56347,0.60745,0.64172,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-v_Ant_d,v,Ant,d,1109292.0,4804.2392,1756.9165,1845.0,121.4193,1367983415993.0,1812039803474180.0,2.54466936183806e+18,0.6019,0.6383300000000001,0.66704,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-v_Ant_g,v,Ant,g,1105649.0,4773.7539,1750.4609,1828.0,135.0156,1327013328421.0,1739779042691620.0,2.41991009613421e+18,0.59931,0.6362800000000001,0.66538,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-v_Post_d,v,Post,d,758732.0,4156.3009999999995,1210.5693,1204.0,14.0543,349967788013.0,297512820787319.0,2.70995011958345e+17,0.56408,0.60792,0.64208,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0114-v_Post_g,v,Post,g,760587.0,3590.2796,1189.8026,1178.0,26.9357,341179578828.0,285160761153386.0,2.55113385833803e+17,0.56855,0.61212,0.64603,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-d_Ant_d,d,Ant,d,1058626.0,4614.8493,1719.2256,1795.0,74.6221,1234700981577.0,1592417653915000.0,2.17711720518872e+18,0.60165,0.63832,0.66715,811.0213,884.0,-30.2146,214620815900.0,122548755181042.0,7.58447798606539e+16,0.50935,0.55132,0.58525,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-d_Ant_g,d,Ant,g,978403.0,4715.1092,1640.6495,1763.0,78.929,1203336897878.0,1558961375460590.0,2.13189176336125e+18,0.62905,0.6625,0.68914,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-d_Post_d,d,Post,d,729472.0,3758.0441,1124.3509,1138.0,16.3443,306109150520.0,245251001231956.0,2.10034403146168e+17,0.56923,0.61102,0.64369,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-d_Post_g,d,Post,g,746939.0,3578.6887,1150.5411,1188.0,10.8695,345333061638.0,288211384856152.0,2.57027048690645e+17,0.57235,0.6128100000000001,0.6447,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-v_Ant_d,v,Ant,d,991994.0,4749.0087,1639.8844,1766.0,76.4413,1208575459120.0,1561044788718790.0,2.12993338746513e+18,0.62502,0.65863,0.68545,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-v_Ant_g,v,Ant,g,1059518.0,4627.5874,1721.8369,1798.0,69.9071,1235542423578.0,1594267986998520.0,2.18108219257715e+18,0.6006,0.6373300000000001,0.66619,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-v_Post_d,v,Post,d,746687.0,3641.5344,1150.6378,1187.0,7.5161,344584522477.0,287453361326379.0,2.56267406744588e+17,0.57231,0.6128600000000001,0.64482,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0115-v_Post_g,v,Post,g,729116.0,3801.9852,1123.9091,1138.0,13.3346,305051490122.0,244188487583098.0,2.08986670751752e+17,0.56839,0.61024,0.6429699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0118-d_Ant_d,d,Ant,d,914229.0,4374.1488,1611.5437,1677.0,79.1143,965091141315.0,1179797860636300.0,1.52788845716373e+18,0.6126699999999999,0.6492100000000001,0.67799,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-d_Ant_g,d,Ant,g,908349.0,4403.0777,1644.0727,1694.0,74.2449,956084865303.0,1172823140740100.0,1.52460482677444e+18,0.60563,0.64281,0.67191,729.5509,793.0,-11.1963,149270777662.0,76599192028752.0,4.25566784192191e+16,0.5112,0.55299,0.5866899999999999,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-d_Post_d,d,Post,d,579181.0,3188.2724,1083.6119,1086.0,19.057000000000002,223387393251.0,172037362094945.0,1.41682013033504e+17,0.57186,0.61438,0.64758,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-d_Post_g,d,Post,g,588900.0,3183.5029,1093.1716,1085.0,-2.5827,229642399445.0,177904708012059.0,1.47321328008435e+17,0.5755399999999999,0.61842,0.65182,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-v_Ant_d,v,Ant,d,914653.0,4416.3254,1648.9887,1701.0,89.499,966583505562.0,1188430623796960.0,1.54852804672894e+18,0.60435,0.64151,0.6706,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-v_Ant_g,v,Ant,g,915727.0,4397.0289,1612.8576,1678.0,78.0443,966897654766.0,1182452168488810.0,1.53201745651282e+18,0.61237,0.64895,0.67777,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-v_Post_d,v,Post,d,589564.0,3223.7039,1092.5247,1082.0,-0.53454,229852110746.0,178023620834300.0,1.47385792685626e+17,0.57707,0.6200399999999999,0.65351,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0118-v_Post_g,v,Post,g,578147.0,3221.9465,1081.7819,1085.0,19.4923,221985917683.0,170642497384607.0,1.40302173966106e+17,0.5711,0.61365,0.64688,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,aurora,w
MJ97.0124-d_Ant_d,d,Ant,d,918058.0,4407.9478,1609.8748,1694.0,74.8788,946874984831.0,1150378469187600.0,1.48394467463345e+18,0.59951,0.63642,0.66562,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-d_Ant_g,d,Ant,g,948046.0,4505.3447,1665.2996,1736.0,61.1907,1034674837179.0,1294195369353470.0,1.71826245369394e+18,0.60178,0.6390100000000001,0.66837,742.1392,804.0,-29.590999999999998,159912280195.0,83193522743679.0,4.68035158189984e+16,0.5108199999999999,0.55271,0.58628,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-d_Post_d,d,Post,d,659439.0,3355.8532,1103.6515,1103.0,7.8615,249768677116.0,192428609905192.0,1.58703846603795e+17,0.55796,0.60134,0.6350100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-d_Post_g,d,Post,g,655796.0,3377.4684,1094.825,1103.0,9.0436,265175667504.0,208385133296984.0,1.75144818670591e+17,0.5765100000000001,0.6186699999999999,0.65175,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-v_Ant_d,v,Ant,d,949481.0,4494.2909,1667.777,1742.0,63.5037,1037943616421.0,1299672534952530.0,1.72754883687915e+18,0.6002,0.6373800000000001,0.66671,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-v_Ant_g,v,Ant,g,917334.0,4410.4087,1611.5442,1696.0,68.1704,947647364299.0,1152334214355910.0,1.48786400168372e+18,0.59929,0.6362,0.6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-v_Post_d,v,Post,d,656365.0,3441.1669,1093.2884,1092.0,14.7267,259511325085.0,202294326418297.0,1.68712099592016e+17,0.57581,0.61857,0.65204,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0124-v_Post_g,v,Post,g,658772.0,3377.8359,1102.675,1103.0,9.0993,248602082646.0,191260671041446.0,1.57535450027152e+17,0.55694,0.60033,0.6339899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-d_Ant_d,d,Ant,d,1054099.0,4645.9133,1701.1129,1795.0,101.2131,1249100034006.0,1616487840133110.0,2.21670599854316e+18,0.60645,0.64244,0.67088,814.0342,889.0,-24.9645,219806058092.0,126610850794196.0,7.89198194083098e+16,0.51366,0.555,0.5884,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-d_Ant_g,d,Ant,g,1025484.0,4662.6757,1705.8901,1793.0,73.6754,1209069067294.0,1563011364014180.0,2.14167237562586e+18,0.60559,0.64185,0.6704600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-d_Post_d,d,Post,d,681027.0,3479.1669,1107.5972,1101.0,48.2647,261747424813.0,202954323714261.0,1.68501730312879e+17,0.56308,0.60668,0.64058,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-d_Post_g,d,Post,g,686632.0,3520.6816,1123.9739,1112.0,-33.3517,271287523401.0,213554572496791.0,1.80132493102905e+17,0.56526,0.60929,0.64359,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-v_Ant_d,v,Ant,d,1024576.0,4738.9843,1700.3622,1788.0,64.9331,1198303153569.0,1543387035753310.0,2.10740714303374e+18,0.6048399999999999,0.64112,0.66978,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-v_Ant_g,v,Ant,g,1052967.0,4656.7417,1703.5221,1794.0,107.6071,1241133562125.0,1603829017657810.0,2.19672066598152e+18,0.60517,0.64135,0.66991,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-v_Post_d,v,Post,d,687541.0,3565.5933,1124.4043,1115.0,16.7723,270863416060.0,213076337393816.0,1.79634171308535e+17,0.56293,0.60693,0.6412100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0127-v_Post_g,v,Post,g,679577.0,3528.1791,1106.6313,1100.0,46.7983,264530549678.0,205955800187176.0,1.71673013015916e+17,0.56719,0.61064,0.6445,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-d_Ant_d,d,Ant,d,988040.0,4475.5802,1683.7244,1746.0,115.1307,1095373979597.0,1379470234751410.0,1.84185701178493e+18,0.6030399999999999,0.64013,0.66923,770.2224,852.0,-22.8441,188216934207.0,103207863593019.0,6.11901292946338e+16,0.51227,0.55276,0.5855100000000001,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-d_Ant_g,d,Ant,g,1008939.0,4626.1488,1700.6706,1775.0,125.4301,1162938671932.0,1489497442515470.0,2.02170262435706e+18,0.60485,0.64149,0.6702899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-d_Post_d,d,Post,d,645989.0,3310.2724,1086.2922,1107.0,-12.0927,264999053230.0,209216374704176.0,1.76950241229539e+17,0.57858,0.62036,0.65352,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-d_Post_g,d,Post,g,711567.0,3429.0664,1151.6904,1139.0,-21.3239,285620734718.0,228050748944434.0,1.95326183029501e+17,0.55624,0.60083,0.6355,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-v_Ant_d,v,Ant,d,1018355.0,4644.8422,1702.3469,1781.0,114.0483,1175037935636.0,1506190039577940.0,2.04638570095538e+18,0.60313,0.63973,0.66851,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-v_Ant_g,v,Ant,g,992638.0,4594.2909,1690.5053,1750.0,115.4646,1122516271503.0,1425579793415930.0,1.91939053608062e+18,0.6076600000000001,0.64471,0.67384,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-v_Post_d,v,Post,d,714630.0,3471.1496,1154.496,1142.0,-9.7869,286653120173.0,228961090565103.0,1.96167274677338e+17,0.5545899999999999,0.59918,0.63383,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0133-v_Post_g,v,Post,g,644598.0,3361.6867,1082.5096,1098.0,-18.9538,258056055843.0,201867192287919.0,1.69212345378373e+17,0.57625,0.61848,0.6519,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-d_Ant_d,d,Ant,d,1035585.0,4684.3153,1725.7583,1804.0,65.7542,1250196576199.0,1633741612391340.0,2.26102377873017e+18,0.60906,0.6453,0.67382,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-d_Ant_g,d,Ant,g,1022481.0,4626.9427,1725.3828,1791.0,82.3181,1188300601347.0,1531260289974780.0,2.09093779910952e+18,0.60192,0.63881,0.66769,783.3444,858.0,-19.0219,193014297823.0,106319729418415.0,6.34715720760611e+16,0.50638,0.54807,0.58176,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-d_Post_d,d,Post,d,679799.0,3467.0836,1176.3398,1175.0,-15.5002,303114105128.0,251897778438530.0,2.23998438010948e+17,0.5683,0.61128,0.6448,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-d_Post_g,d,Post,g,685971.0,3506.2968,1185.5561,1196.0,6.5198,313387896093.0,263331538221095.0,2.36836191829888e+17,0.56514,0.6076699999999999,0.6409199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-v_Ant_d,v,Ant,d,1024248.0,4614.6412,1726.5357,1792.0,86.4475,1188247647403.0,1530618457392620.0,2.08955181271585e+18,0.60105,0.63799,0.66692,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ97.0134-v_Ant_g,v,Ant,g,1033130.0,4697.2514,1723.0623,1799.0,57.8141,1240464407250.0,1617547171362390.0,2.23441585339051e+18,0.6090899999999999,0.64546,0.67409,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
